,ReviewID,Reviewer Name,Review,Date-of-Review,Sentiment
64,dc95872d-03fb-415c-b65c-769b365ad64e,bigcountry1 L,I love the way it looks like real animals,2019-08-23T04:15:19.630Z,1.0
65,c41fb0ca-699f-49d6-aff6-95a45c527bf6,RJTMOVIE,Fantastic technical artistry,2019-08-23T04:14:11.545Z,1.0
66,978178106,Yat Tung C,So weird that the plot is same as the one in 1994. ,2019-08-23T03:27:53.022Z,0.0
67,f6edcbcc-28c6-4205-a1ae-9931f1b81bc1,TT,"I did not like the remake. The original was better. Scars voice was missing that sinister, menacing undertone that the original Scar delivered. Nalas Voice was too breathy, like shes trying too hard to be Nala. Not what a Queen is supposed to sound like. I was not able to get sucked into the lives of these characters like the original was able to to do with little effort. It felt slow and dragging. Would not want to watch this over and over again like I did with the original.",2019-08-23T03:27:10.824Z,0.0
68,693867db-5ccb-46aa-b9a2-94390aa71dcf,Enrique MC,"Enjoyed that it was in fact, The LION king.  
Great cinematography and music.",2019-08-23T03:11:01.134Z,1.0
69,fa0ed2b4-a5f0-4dd6-a5f3-190e55a245b3,SjackPiscataway,Very good and true to the story but I liked the animated version better,2019-08-23T03:07:01.464Z,1.0
70,39b25b99-348c-4477-8544-0278a03ebff2,Rita B,Loved the selection for actors chosen for voice over. The characters were so realistic.,2019-08-23T02:49:42.556Z,1.0
71,29f11072-0084-4ee4-8ea9-8a940db512f5,Audrey G,"It was fabulous, I loved the scenery, and the naturalness of the look of the animals!   Really well done!",2019-08-23T02:26:34.758Z,1.0
72,861465451,Elissa P,"Visual effects amazing. They really paid attention to detail (except genitals & blood). It's very much a 3D adaptation of the original except that several of the songs are out of place and don't have the OOMF of the original (Be Prepared, Can You Feel the Love Tonight).",2019-08-23T01:29:48.272Z,0.0
73,978208955,Izzy B,It was a good movie. It had good CGI but would I watch it again probably not.,2019-08-23T01:04:32.694Z,1.0
74,c4dd239b-1974-4663-b83b-8ab73199ead5,Susan  B,"Liked original better.   Songs were better.
Don't remember the original being so scary.",2019-08-23T00:59:25.655Z,0.0
75,978208937,Poverty R,"To no one's surprise it had the same story as the original Lion King. An updated cast and vocal talent still did not do it justice. Timon (Billy Eichner) and Pumbaa (Seth Rogen) stole the show with their comedic performance. The voice recordings seemed a bit off throughout the movie. Almost as if all voices, songs, and acting were done from in separate studios and mashed together. I was entertained, however not worth seeing in theaters. 
Thanks for reading  :)",2019-08-23T00:57:36.491Z,1.0
76,3cc0e991-c825-41ba-898d-ba0405fdbf8e,Lisa,Loved it ! IMAX was great,2019-08-23T00:18:21.843Z,1.0
77,978187322,Alex C,A shot-for-shot-remake… Why?,2019-08-23T00:13:57.681Z,0.0
78,cd24b647-c9d4-4381-abcf-5e656656d996,Kathryn Lyons,Loved it but popcorn and soda prices are ridiculous!,2019-08-23T00:06:29.366Z,1.0
79,5b79d88a-43b2-467b-a2a7-2fada36ac92e,April,Excellent rendition--keeps the spirit and imagination and humor and zest in an technologically amazingly flawless recreation.,2019-08-23T00:04:35.767Z,1.0
80,56205ff8-232d-4a6f-bf45-c6d56d0ef4ac,Erin,Amazing movie. The whole family really enjoyed the movie,2019-08-23T00:03:50.193Z,1.0
81,d21a164f-a3a0-464b-a425-191048ed53e0,Delores B,It was a great movie,2019-08-22T23:52:14.825Z,1.0
82,9bd27314-fc78-41fe-ba69-42669bc763d4,kascam,Amazing cinematography!  I don't know how they did it.  I was wonderful!,2019-08-22T23:52:03.870Z,1.0
83,966121979,Stephen M,"I loved this movie 
",2019-08-22T23:50:08.574Z,1.0
84,75D441F3-4AE6-4447-9702-8EDD3BA4153A,William,It was pretty awesome...I was floored by the story and the CGI!!!,2019-08-22T23:32:17.995Z,1.0
85,c7d41004-8ce5-46f7-ab89-b94d0c634bbe,MrsR,Brought my kids to the original ages ago. This time I brought my 3 grandchildren and it was very nostalgic for me. Its a great movie for kids.,2019-08-22T23:30:52.872Z,1.0
86,2c88353b-108c-436d-bb5f-6ab4f9bb8641,BRENT,I grew up watching this and my kids are now. This version really brings it to life. Its awesome!,2019-08-22T23:22:03.957Z,1.0
87,cfd48f24-3e66-4cd0-93db-ef64d9802e73,Janice B,It was so realistic looking.  Very scary for little ones.,2019-08-22T23:21:22.884Z,1.0
88,58fad32c-b73b-4eb4-8a27-a2aae3fff72b,Marsha  A,The scenes were beautiful with the animation appertaining so real.,2019-08-22T23:17:55.768Z,1.0
89,977536013,Dj P,"It was an okay adaptation, but the animated movie was much better. This movie was just not meant to be live-action.",2019-08-22T23:10:34.796Z,0.0
90,f5a7061d-78e6-44b1-b8ab-21d4ed9aa28d,Katrina,"This movie had two choices: have fun and be enjoyable, or be realistic. They chose to be realistic and therefore doomed themselves from the beginning. Granted, Timon and Pumba tried their absolute best to bring some enjoyable content and I did laugh when they were around. But everything else was just a rather disappointing shadow of it's predecessor. It gets one star for the almost perfect CGI and another because they obviously put a lot of effort into it.",2019-08-22T22:56:04.416Z,0.0
91,978208841,Kimberly Y,"I liked this movie. It was kind of what I was expecting from a ""live-action"" version of the cartoon movie. I think it could have been more visually vibrant, I was expecting more color. Overall, it was a good movie. ",2019-08-22T22:41:35.966Z,1.0
92,978208813,Joseph R,We lived this movie.   We knew the story already but enjoyed seeing it play out in real life.,2019-08-22T21:55:36.494Z,1.0
93,66e99a73-0e9f-4f68-9565-caf5bdee44e0,Lisa S,This is a great remake of Lion King. The animation was awesome.  Great job!!!,2019-08-22T21:54:37.925Z,1.0
94,65F20DB8-0210-480B-B30B-F9D3234EC3CC,Sandra,The acting and it was pretty bad,2019-08-22T21:38:50.251Z,0.0
95,978205338,ALEXANDRA K,"Honestly, did go only cause I LOVE the 1993's The Lion King. Expected more, was a bit disappointed on graphics and how some characters look. Beyonce's voice is always Beyonce's voice. Also, it can't be a savior all the time. :)

Won't watch it again.",2019-08-22T21:38:13.753Z,0.0
96,25e684d5-bd1c-4a30-aaa5-82f2e6d8e8d5,Khoran,This was an awesome movie I liked everything about it. Awesome job !!!!,2019-08-22T19:54:46.246Z,1.0
97,978077556,Kellie M,"If the cartoon hadn't been the original, I'd say this was a 100%. But unfortunately there wasn't enough deviation and variation to make this movie original enough like the remake of the Jungle Book. Still a stellar cast and fun to watch with the family. ",2019-08-22T19:29:42.809Z,1.0
98,9556f75b-410a-4053-ad2d-4813bd31e54d,Mary,I usually do not like remakes. However the new Lion King was excellent.,2019-08-22T18:27:36.519Z,1.0
99,978208633,Gloria G,I was so excited for this movie and got out of it so disappointed. It was my childhood movie and this remake is just awful. The only thing I liked was Pumba as a baby ,2019-08-22T18:22:36.517Z,0.0
100,9B05FA02-7CDC-4FFC-8F32-8BE615A4C9D2,Gerald L,"Overall the voice actors didn’t fit the characters in my opinion, with the exception of pumba. I didn’t feel a lot of connection between myself and the voice performers. The CG was amazing and beautiful to look at but couldn’t make up for the lack of a compelling story. I wouldn’t necessarily recommend this movie to a friend to spend $10 to go watch in theatres.",2019-08-22T18:14:45.437Z,0.0
101,A89DC732-53AB-4E60-AFA0-30B08BC484BC,Jessica,Great movie! One of my favorites ❤️😍🙌🏻,2019-08-22T17:43:36.106Z,1.0
102,08bd7e1e-986d-4295-8d7f-0420131309fb,Arthur,Good all around movie,2019-08-22T17:06:09.831Z,1.0
103,0c6f1913-7bab-46fd-b4ef-6b59b6f9ca5b,Andrea,Is good but they cut the best parts of it and add some nonsense extra that was not need it,2019-08-22T16:27:38.415Z,1.0
104,6651ae50-3841-407c-8ecd-4bbad98eec72,Elizabeth,Beautiful cinematography! The backgrounds are awesome and the CGI of taking animals is very believable.,2019-08-22T16:12:36.095Z,1.0
105,975119888,,Good movie... CGI was incredible. Only thing I didn’t like was the singing.... the singing was way different from the original songs ,2019-08-22T16:05:53.632Z,1.0
106,3BB540C4-B8F0-4069-9D36-FA9763F47366,Desirae,"It was good if you're tone deaf, I suppose. The songs were butchered. Cinematics were fine, to be expected but they could have done so much more. It was lacking creativity and emotion. Thoroughly disappointed with no caged zazoo and no cloud mufasa. John Oliver did do a nice job on zazoo. Seth Rogan as pumba was perhaps the biggest flop for me, he CANT SING. screw big names give me someone with pipes! Beyonce sucks too.",2019-08-22T16:00:55.141Z,0.0
107,44c84c9a-458d-4857-bbc9-bac797e78bfb,James F,"It was a great movie. I would have given 5 stars, but its a remake of a classic. Still it was an amazing film. The live action remake was stunning.",2019-08-22T15:53:48.421Z,1.0
108,0E52D572-1BB9-4A9B-BE02-20B82568FEC2,RA,"Pleasantly surprised! Great job filming, graphics and staying with the original story. Really enjoyed watching!",2019-08-22T15:23:04.317Z,1.0
109,260315075,,"The photorealistic animation of the film proves to be it’s undoing, ripping away the original’s vibrance and creativity, while simultaneously failing to go for any new direction at all, leading to an objectively worse product.",2019-08-22T15:04:17.589Z,0.0
110,0bcf5273-b0fe-4a51-a123-bedf0448d952,Nwadimkpa,Everything about the movie. My kids enjoyed it,2019-08-22T14:53:09.848Z,1.0
111,43b39b3b-761f-4680-bfd4-85121c279ea9,Cary Vanley,"The sound of the voices of the main characters were terrible, even James Earl Jones didn't have any punch. Now if you're 3 years old, you don't notice things like this, but the Industry has to get a clue that when you remake a CLASSIC, you at least have to make it as good or better....they left out funny scenes and changed the dialogue which didn't enhance the scenes. Also, the theater sound was horrible, the voices were to the left, the music to the right, the WHOLE experience was just totally disappointing. Disney is not doing very good quality control and it shows. The CGI was amazing, but you didn't have the right voices for the characters, especially SCAR, it was just terrible. It also proves one thing, CGI is just a part of the whole, you can't make it on CGI alone.",2019-08-22T13:36:28.173Z,0.0
112,37BD3E19-5A85-404B-9F0B-BC31B4E180BF,Stephen,No facial expressions. It was kinda jarring not seeing any emotion on the faces so it took me outta the experience.,2019-08-22T13:32:35.703Z,0.0
113,347b01cc-8072-41b8-b773-4d2041f32bda,Okezaki,"It had very good CGI definitely nothing to sneeze at. But there were obvious places where the CGI didn't align with the movements physics-wise (mostly gravity issues), and sound-wise when it came to the mouth movements. I know for a fact that they aren't aren't using their full capabilities yet, especially with AI technology at their disposal, and I bet this was a gold mine at the box office. The only reason I brought this up is because - how in the world are you going to make a live-action film that's most obviously not live-action? Stop grabbing people's money with cheap tricks. Get CGI to where I can't tell a difference at all before you start calling CGI films, live-action films. Duh. 

Everything else was pretty much regular Lion King, although I really did enjoy some of the human-like expressive behavior coming from mostly Zazu. The bird's natural fast-twitch muscle behavior along with the expressive voice and synced-up beak, really did sort of make me think there was some sort of talking bird in the midst of us.",2019-08-22T13:24:19.222Z,1.0
114,69073cdc-4af4-4010-b763-8b43bb0c388e,Daniel,Great movie for the young and older viewers. Grandparents if you can this movie would be a great movie to take the grandkids. The theater was clean and had plenty of leg room.,2019-08-22T12:52:13.341Z,1.0
115,dce45e91-6ab4-48b3-b8a8-45e0802eb672,Kwasi,A good movie for the family,2019-08-22T12:37:03.764Z,1.0
116,92192EB8-021F-4A0D-8FC4-B54E1CC3C423,Victoria  H,I took my 5 grandkids. It kept everyone’s attention.  Awesome movie,2019-08-22T12:21:15.942Z,1.0
117,3b401098-8c86-4f00-ab3a-365d8148c192,Donna,I thoroughly enjoyed this movie.  It brought back memories of taking my then 2 yo son to see the original Lion King.  The scenery in this new movie was absolutely stunning.  It is absolutely Disney at its best.,2019-08-22T12:20:51.068Z,1.0
118,7e7e1333-3683-41aa-bb30-183bce030f45,Facebook U,The movie was great.,2019-08-22T12:01:12.410Z,1.0
119,ca60768e-a045-45f8-9349-5f6c6baa4ff8,Kelly S,Superb...far more than I expected!  I cried and laughed through the entire movie!  Fabulous!,2019-08-22T11:59:56.034Z,1.0
120,978208332,Brie J,"It was the same story as the original however it lacked colour, warmth and failed to draw me in. I felt the story is great in a cartoon format, but when taken to a nore real life appeal, it just didnt seem to work. ",2019-08-22T11:49:41.466Z,0.0
121,5D365436-1959-4998-8547-30D7CE91E465,Charles,Awesome in its own right!,2019-08-22T10:14:01.541Z,1.0
122,841686232,Kristina P,"The new version lost a lot of the energy, soul, power and vividness of the original. Not to mention how much I miss the voice of Jeremy Irons...",2019-08-22T09:30:30.632Z,0.0
123,978075437,Alejandro V,"Me parece una remasterización bien lograda de la que fue en su momento una de las mejores películas de Disney, y que ahora es considerada un clásico de esta compañía.

Creo que ahora podemos disfrutar de un buen live-action de una buena cinta que marco la infancia de muchos THE LION KING.",2019-08-22T07:39:38.757Z,1.0
124,978208165,Roberto G,"It's hard to not watch this movie while comparing every single scene to the original one. While the CGI is very impressive and life-like, it just doesn't hold a candle to hand drawn traditional animation. It's not bad, I just can't think of why you shouldn't just watch the original one instead.",2019-08-22T07:25:54.487Z,0.0
125,a7f023cb-a916-48be-97b8-b64ed48a1adb,brian,Not as good as the original but still a good movie. Cute animals and good humor.,2019-08-22T07:13:45.285Z,1.0
126,fef7abdf-b1d9-4e85-bc8d-839cb016804b,Anonymous,I prefer the animated movie. The live action didnt have many emotions heard or felt. Simba did look adorable as a cub but I was disappointed with the whole acting and voicing aspect.,2019-08-22T06:49:43.724Z,0.0
127,f04524e9-1ab7-4456-87b5-37adf3ef0138,M,Was just like the original but I brought my 3 1/2yr old son and he loved pointing out the animals and enjoyed the music,2019-08-22T05:55:20.247Z,1.0
128,988218af-fb86-4780-862a-e8ae2b7f5245,Alexandria S,It was everything I imagined and more! This movie channeled my childhood favorite perfectly!,2019-08-22T05:47:42.287Z,1.0
129,9fe2dac9-6f0f-498d-8ab2-bf7ce126246e,Tricia L,The picture was amazing! An amazing story line!,2019-08-22T05:42:56.280Z,1.0
130,260217709,,"A good movie, but not as good as the original. I wasn't crazy about some of the casting choices, although Seth Rogen was very good. Beyonce was pretty bad.",2019-08-22T05:35:00.314Z,1.0
131,602C86BB-6711-4D6E-848B-9A54AA033B91,Great Family Movie,"had a few corny moments, but thats tp be expected with movie re-makes",2019-08-22T05:17:38.979Z,1.0
132,8F2A2023-1E8F-43E7-8CE3-6ECB98EBA43B,Disney Fan,What i liked is that it followed the original story line and the graphics were amazing!,2019-08-22T05:17:12.277Z,1.0
133,2AE9E352-BE69-4B48-B4D6-B0148343CAE2,Katie C,That it was essentially the same movie... word -for-word made it predictable but still cried when Mufasa died just like every time I've watched the original. It had singe super cute parts with the look of the real animals.  Giving it a 4 because 3.5 isn't an option.,2019-08-22T05:17:00.250Z,1.0
134,8fed057b-99dc-4bce-aadf-15524e5c5f5e,Tricia,"Loved it!!!! Just like the original but with ""real"" animals.",2019-08-22T05:07:52.011Z,1.0
135,81c86526-04c4-438d-96f0-e7c33e1d2c73,Alicia,It was as good or better than the cartoon version.  The music was awesome.,2019-08-22T05:01:02.623Z,1.0
136,0D8F8858-85BB-458A-912D-12AC47CC64C6,christian,Liked how they followed most of the same story! But did notice they took out some things out from the animated one. But overall good movie!,2019-08-22T04:31:50.318Z,1.0
137,dd0555bc-0744-48f1-934e-b2b7452ee758,Sarah FJ,The animals and  scenery looked so real!,2019-08-22T04:29:51.458Z,1.0
138,cf3e3f18-cc48-4711-b11d-b602dd963155,Jim,"Story, music, animation and special effects!",2019-08-22T04:21:32.347Z,1.0
139,6311E154-C5BC-415C-9076-317077F7F519,Jose,made me cry during the opening seen bringing a little bit of nostalgia to the movie with a mix of new voices and characters,2019-08-22T03:55:11.132Z,1.0
140,DD5DA7DA-E7E2-4080-AD5F-8142E640B4FC,Judi,"Extremely disappointed. Boring. One of those movies that doesn't really enthrall the audience. Lots of people going in and out of the theater. Not a huge fan of the digital animals either, the movement seemed off and not at all realistic. Took my 12 year old niece and she wasn't impressed either.",2019-08-22T03:54:58.418Z,0.0
141,74721607-148b-4068-a81b-bc96b827005b,Nichole,The graphics were amazing. Nice refresh of a movie I watched when I was nine years old.,2019-08-22T03:48:02.038Z,1.0
142,b4c8b41f-4eae-46e9-a42b-5515f6c4cf95,Lisa,"Okay, not as good as the original. Animals mouth sync is off.",2019-08-22T03:43:24.719Z,0.0
143,b6859161-b299-4dd4-89a3-6983a298f80c,Betty S.,Great movie. Had to go to another theatre because Fandango booked the tickets at the wrong theatre.,2019-08-22T03:12:24.849Z,1.0
144,8E5F1F0F-F400-44A0-ACEF-8C4D3C990026,anonymous,Took out some of my favorite parts from the original movie. Hated Beyoncé’s song. Acting could’ve been a bit better.,2019-08-22T03:00:32.316Z,0.0
145,f2cd0e95-a879-42bf-aaec-15bb7beb7edd,Shelley,"Songs: Great
Story: Great
Graphics: Amazing
Can't tell if the animals are real or not!
Loved it",2019-08-22T02:28:40.069Z,1.0
146,1e9b7d06-4f82-4e8b-87fa-1844601e4ac5,Linda,The music and impressive scenery,2019-08-22T02:17:40.905Z,1.0
